|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
770000|1040441|2015-06-12T00:00:00||Southport||dmack@damproperties.com||CT|30 Jelliff Lane|Llc||06890||Domestic||2022-05-18T00:04:48.613333||False|2014-11-14T00:00:00|Ct|row-68vb-82ip-vfgc|||||||||||False|||Dam Lakeside, Llc||||||||||||||||2011-06-13T00:00:00|Connecticut|Dissolved|||False|False
770001|1381470|2023-03-31T00:00:00||North Stonington|United States|WILLIAMH@DLPERLROTHCO.COM||CT|311 Wyassup Road|Llc||06359||Domestic||2022-05-18T00:05:32.773333||False||Ct|row-qdwx-9k3t.uzch|||||||||||False|Lessors of Residential Buildings and Dwellings (531110)||River Street Baltic, Llc||||||||||||||||2021-03-09T00:00:00|Connecticut|Active|||False|False
770002|1262873|2019-03-31T00:00:00|2018-01-10T00:00:00|Detroit||TARA@APPSWITHOUTCODE.COM|APPS WITHOUT CODE LLC|MI|1243 Navarre Place|Llc||48207||Foreign||2022-05-18T00:04:47.990000||False||Mi|row-qnmi-mgym-q9nc||||1243 NAVARRE PLACE, DETROIT, MI, 48207,|Detroit||MI|1243 Navarre Place||48207|False|||Apps Without Code Llc|1243 NAVARRE PLACE, DETROIT, MI, 48207,|Detroit|MI|1243 Navarre Place||48207||||||||||2018-01-19T00:00:00|MI|Withdrawn|||False|False
770003|0665550|2003-03-31T00:00:00||Danbury||||CT|1703 Easton Court|Llc||06811||Domestic||2022-05-18T00:05:56.476666||False|2003-05-20T00:00:00|Ct|row-b9zx.gx3g.k3mq|||||||||||False|||Dvy Solutions, Llc||||||||||||||||2000-11-08T00:00:00|Connecticut|Dissolved|||False|False
770004|0906887|2008-07-18T00:00:00||Orange||||CT|1010 Pleasant Hill Road|Stock||06477||Domestic||2022-05-18T00:04:38.340000|2007-07-18T00:00:00|False|2008-08-11T00:00:00|Ct|row-yhqp~4rur.f23s|||||||||||False|||Sunrise Subway, Inc.||||||||||||||||2007-07-19T00:00:00|Connecticut|Dissolved||5000|False|False
770005|1098278|2014-02-22T00:00:00||Marlborough||||CT|65 Isleib Road|Llc||06447||Domestic||2022-05-18T00:05:42.213333||False|2014-01-29T00:00:00|Ct|row-4fya-azcj~umhp|||||||||||False|||Connecticut Holistic Institute, Llc||||||||||||||||2013-02-22T00:00:00|Connecticut|Dissolved|||False|False
770006|0849298|2010-03-31T00:00:00||Guilford||||CT|669 Boston Post Road Suite 4|Llc||06437-2739||Domestic||2022-05-18T00:04:45.316666||False|2009-12-09T00:00:00|Ct|row-va4p.22yx-bve8|||||||||||False|||Family Chiropractic Of Guilford, Llc||||||||||||||||2006-02-16T00:00:00|Connecticut|Dissolved|||False|False
770007|1207921|2017-05-18T00:00:00||Shelton||MRJAMISONDANIELS@ME.COM||CT|7 Acadia Lane Unit 1104|Llc||06484||Domestic||2022-05-18T00:04:37.683333||False|2017-02-15T00:00:00|Ct|row-jung-yyk6-qiwg|||||||||||False|||Bigger On The Inside Productions, Llc||||||||||||||||2016-05-18T00:00:00|Connecticut|Dissolved|||False|False
770008|0827211|2007-07-07T00:00:00|1998-09-01T00:00:00||||REBEL DISTRIBUTORS CORP||None|Stock||||Foreign||2022-05-18T00:05:43.480000||False||Ca|row-5gqv-ptb3.58ji|||||||||||False|||Rebel Distributors Corp||||||||||||||||2005-07-07T00:00:00|CA|Withdrawn|||False|False
770009|1040500|2014-03-31T00:00:00||Newington||paul.tramadeo@cox.net||CT|434 Robbins Avenue|Llc||06111||Domestic||2022-05-18T00:04:43.343333||False|2020-05-06T00:00:00|Ct|row-8iqf-kftd-g7eh|||||||||||False|||P. Tramadeo Construction Company, Llc||||||||||||||||2011-06-10T00:00:00|Connecticut|Dissolved|||False|False
770010|0539388|1997-07-08T00:00:00|||||||No Information Provided|Stock||||Domestic||2022-05-18T00:05:52.440000||False|2001-10-09T00:00:00|Ct|row-pfp7-s62w-4rn5|||||||||||False|||Magna Naugatuck Inc.||||||||||||||||1996-07-08T00:00:00|Connecticut|Dissolved||1000|False|False
770011|0614088|2020-03-31T00:00:00||Rocky Hill||NTONUCCI@BPSLAWYERS.COM||CT|750 Old Main Street, Suite 304|Llc||06067||Domestic||2022-05-18T00:05:42.840000||False|2019-03-14T00:00:00|Ct|row-dfy4-fwbe-y2ah|||||||||||False|||Law Offices Of Nancy W. Tonucci, Llc||||||||||||||||1999-02-17T00:00:00|Connecticut|Dissolved|||False|False
770012|0800459|2008-10-27T00:00:00|1988-09-12T00:00:00||||HEALTHCARE SECURITY SERVICES, INC.||None|Stock||||Foreign||2022-05-18T00:04:40.573333||False||Va|row-kstq~mszx~abe6|||||||||||False|||Healthcare Security Services, Inc.||||||||||||||||2004-10-26T00:00:00|VA|Withdrawn|||False|False
770013|1002295|2012-04-20T00:00:00||Manchester||jaymartin123@yahoo.com||CT|22 Lodge Drive|Llc||06040-4019||Domestic||2022-05-18T00:05:52.423333||False|2012-02-23T00:00:00|Ct|row-sjzk~4z2m~fsrw|||||||||||False|||Idw Usa Llc||||||||||||||||2010-04-20T00:00:00|Connecticut|Dissolved|||False|False
