|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
450000|1099686|2014-03-13T00:00:00||Cheshire||||CT|908 South Meriden Rd|Llc||06410||Domestic||2022-05-18T00:10:34.480000||False||Ct|row-99yc-evbx.84i5|||||||||||False|||Meridian Atlantic Commercial, Llc||||||||Failure to file annual report||||||||2013-03-13T00:00:00|Connecticut|Active|Ready for dissolution||False|False
450001|0903969|2009-06-24T00:00:00||New Haven||||CT|299 Whalley Avenue|Llc||06511||Domestic||2022-05-18T00:08:10.146666||False||Ct|row-sk8c-rxaq-j94e|||||||||||False|||Connecticut School Of Real Estate, Llc||||||||Failure to file annual report||||||||2007-06-25T00:00:00|Connecticut|Active|Admin Dissolution Initiated||False|False
450002|0899682|2017-06-07T00:00:00||Wassaic||dignaalmonte@sbcglobal.net||NY|565 Bog Hollow Road|Llc||12592||Domestic||2022-05-18T00:08:06.020000||False||Ny|row-4bxf.xbw8-ccp7|||||||||||False|||Diana Real Estate Llc||||||||Failure to file annual report||||||||2007-06-08T00:00:00|Connecticut|Active|Ready for dissolution||False|False
450003|1095998|2023-03-31T00:00:00||Torrington|United States|photonovation@hotmail.com||CT|351 New Litchfield Street|Llc||06790|photonovation@hotmail.com|Domestic||2022-05-18T00:10:34.496666||False||Ct|row-c6dp-vyqh-wcsw|||||||||||False|All Other Professional, Scientific, and Technical Services (541990)|541990|J. Fenton Williams Llc||||||||||||||||2013-02-06T00:00:00|Connecticut|Active|||False|False
450004|0904399|2008-06-24T00:00:00||Milford||||CT|32 Baker Street|Llc||06460||Domestic||2022-05-18T00:08:09.396666||False||Ct|row-c8zb-u9d7~79j8|||||||||||False|||Ddw Ii, Llc||||||||Failure to file annual report||||||||2007-06-25T00:00:00|Connecticut|Active|Admin Dissolution Initiated||False|False
450005|1097158|2023-03-31T00:00:00||Milford|United States|kdvisions.johnattan@gmail.com||CT|124 Pepes Farm Rd Suite 7|Llc||06460||Domestic||2022-05-18T00:10:35.120000||False||Ct|row-xqyv.5zgj.at8n|||||||||||False|Photography Studios, Portrait (541921)|541921|Kaleidodope Visions Llc||||||||||||||||2013-01-30T00:00:00|Connecticut|Active|||False|False
450006|0903611|2008-06-20T00:00:00||New Haven||||CT|419 Whalley Ave Suite 105|Llc||||Domestic||2022-05-18T00:08:08.160000||False||Ct|row-799n.ur2r-4rr6|||||||||||False|||New Haven Accident And Injury Center, Llc||||||||Failure to file annual report||||||||2007-06-21T00:00:00|Connecticut|Active|Admin Dissolution Initiated||False|False
450007|1096485|2014-02-13T00:00:00||Torrington||||CT|601 S. Main Street|Llc||06790||Domestic||2022-05-18T00:10:37.683333||False||Ct|row-sp6w~gfaq.thcw|||||||||||False|||Mario Orgera & Manny, Llc||||||||Failure to file annual report||||||||2013-02-13T00:00:00|Connecticut|Active|Ready for dissolution||False|False
450008|0899491|2023-05-14T00:00:00||Middlebury|United States|Darnelle@maggiemcflys.com||CT|1579 Straits Tpke|Stock|2B|06762||Domestic||2022-05-18T00:08:05.316666|2007-05-04T00:00:00|False||Ct|row-uar8-f8wv.8jhz|||||||||||False|Full-Service Restaurants (722511)|722511|Golden-Harper Restaurant Group, Inc.||||||||||||||||2007-05-14T00:00:00|Connecticut|Active||20000|False|False
450009|1100026|2023-03-31T00:00:00||Guilford|United States|vrba@snet.net||CT|763 Mulberry Point Road|Llc||06437||Domestic||2022-05-18T00:10:36.400000||False||Ct|row-dq3y-fqc3.i4qd|||||||||||False|Internet Publishing and Broadcasting and Web Search Portals (519130)|519130|Geov Llc||||||||||||||||2013-03-08T00:00:00|Connecticut|Active|||False|False
