|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
380000|0979682|2010-08-07T00:00:00||Milford||||CT|2 Broadway|Non-Stock||06460||Domestic||2022-05-18T00:12:21.253333|2009-08-19T00:00:00|False||Ct|row-ywnc-us5y-q2jq|||||||||||False|||Montage Initiative, Inc.||||||||Failure to file annual report||||||||2009-08-07T00:00:00|Connecticut|Active|Admin Dissolution Initiated||False|False
380001|1160331|2016-01-07T00:00:00||Manchester||||CT|52 Weaver Road|Llc||06042||Domestic||2022-05-18T00:12:39.773333||False||Ct|row-6si6~vqxg-a8s7|||||||||||False|||Eco Grow Farms, Llc||||||||Failure to file annual report||||||||2015-01-07T00:00:00|Connecticut|Active|Ready for dissolution||False|False
380002|0976275|2023-03-31T00:00:00||Groton|United States|info@theabsadvantage.com||CT|61 Westwood Dr.|Llc||06340||Domestic||2022-05-18T00:12:22.723333||False||Ct|row-9fxf.2hav.kgei|||||||||||False|Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)|522320|Apex Business Solutions, L.L.C.||||||||||||||||2009-07-01T00:00:00|Connecticut|Active|||False|False
380003|0976202|2010-06-29T00:00:00||Newington||||CT|39 Baldwin Court|Stock||06111||Domestic||2022-05-18T00:12:22.600000|2009-06-04T00:00:00|False||Ct|row-xen3-zhtv.i8di|||||||||||False|||Versatile Enterprises Inc.||||||||Failure to file annual report||||||||2009-06-29T00:00:00|Connecticut|Active|Admin Dissolution Initiated|10000|False|False
380004|1162584|2023-03-31T00:00:00||New Haven|United States|Amy.stephen@withersworldwide.com||CT|157 Church St. 12Th Floor|Llc||06510||Domestic||2022-05-18T00:12:41.256666||False||Ct|row-w2wx~a5af.d6gu|||||||||||False|Offices of Other Holding Companies (551112)|551112|Pierpont Llc||||||||||||||||2014-12-24T00:00:00|Connecticut|Active|||False|False
380005|0976177|2023-03-31T00:00:00|2009-06-30T00:00:00|Gibbsboro|United States|plyons@cornerstonesupport.com|QUALITY ASSET RECOVERY, LLC|NJ|7 Foster Avenue Suite 101|Llc||08026||Foreign|United States|2022-05-18T00:12:22.600000||False||Nj|row-gx7e.qhzt-pbah||||7 FOSTER AVENUE SUITE 101, GIBBSBORO, NJ, 08026,|Gibbsboro||NJ|7 Foster Avenue Suite 101||08026|False|Collection Agencies (561440)|561440|Quality Asset Recovery, Llc|7 FOSTER AVENUE SUITE 101, GIBBSBORO, NJ, 08026, United States|Gibbsboro|NJ|7 Foster Avenue Suite 101||08026|United States|||||||||2009-06-30T00:00:00|NJ|Active|||False|False
380006|0995023|2011-02-04T00:00:00||Stratford||||CT|180 Goldbach Dr|Llc||06616||Domestic||2022-05-18T00:10:15.240000||False||Ct|row-ate9.zrbs-qzff|||||||||||False|||John Carlozzi Strength & Conditioning Llc||||||||Failure to file annual report||||||||2010-02-04T00:00:00|Connecticut|Active|Ready for dissolution||False|False
380007|1171364|2016-03-31T00:00:00||Bolton||SPANKYY09@GMAIL.COM||CT|54 Watrous Rd|Llc||06043||Domestic||2022-05-18T00:12:42.070000||False||Ct|row-irar-hngs~rbuz|||||||||||False|||Sm Drywall, Llc||||||||Failure to file annual report||||||||2015-03-31T00:00:00|Connecticut|Active|Ready for dissolution||False|False
380008|1162960|2016-01-05T00:00:00||Old Greenwich||||CT|27 Nawthorne Road|Llc||06870||Domestic||2022-05-18T00:12:41.256666||False||Ct|row-27ta~sgqr~zkhn|||||||||||False|||Owles-Leigh Development, Llc||||||||Failure to file annual report||||||||2015-01-05T00:00:00|Connecticut|Active|Ready for dissolution||False|False
380009|0990241|2023-03-31T00:00:00||Fairfield|United States|admin@scapauto.com||CT|421 Tunxis Hill Road|Llc||06825||Domestic||2022-05-18T00:10:17.413333||False||Ct|row-2d68.4eqh.c2km|||||||||||False|Other Aircraft Parts and Auxiliary Equipment Manufacturing (336413)|336413|1805 Stratford Ave Llc||||||||||||||||2009-12-07T00:00:00|Connecticut|Active|||False|False
380010|0990243|2010-12-07T00:00:00|2010-03-15T00:00:00|Brooklyn|||A-1 CONSTRUCTION & RENOVATION, INC.|NY|1973 81St Street Apt #A-5|Stock||11214||Foreign||2022-05-18T00:10:17.413333||False||Ny|row-2qp3-wxm4-4g23|||||||||||False|||A-1 Construction & Renovation, Inc.||||||||Failure to file annual report||||||||2009-12-07T00:00:00|NY|Active|Admin Dissolution Initiated||False|False
380011|1162928|2023-03-31T00:00:00||Torrington|United States|GENERALHELPCT@GMAIL.COM||CT|81 Ivan Rd|Llc||06790||Domestic||2022-05-18T00:12:40.600000||False||Ct|row-4dbj-j6xf.sren|||||||||||False|Finish Carpentry Contractors (238350)|238350|Fairfield Building Construction Llc||||||||||||||||2015-01-02T00:00:00|Connecticut|Active|||False|False
