|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
810000|1389623|2022-03-31T00:00:00||New Haven|United States|EFILE1234@INCFILE.COM||CT|34 Pardee St|Llc||06513||Domestic||2022-05-18T00:05:21.196666||False||Ct|row-ed4h~msy6-kju8|||||||||||False|Other Personal Care Services (812199)||Glamour Hair Inch By Inch L.L.C.||||||||||||||||2021-04-28T00:00:00|Connecticut|Active|Annual report past due||False|False
810001|1382891|2023-03-31T00:00:00|2021-03-15T00:00:00|Springfield|United States|SULLIVAN@OTO-ENV.COM|OTO CONNECTICUT, LLC|MA|293 Bridge Street Suite 500|Llc||01103||Foreign|United States|2022-05-18T00:04:32.793333||False||Ma|row-38b3~7di9-wkwg|||||||||||False|Engineering Services (541330)||Oto Connecticut, Llc||||||||||||||||2021-03-17T00:00:00|MA|Active|||False|False
810002|0847433|2012-01-30T00:00:00||Greenwich||aiellojames@hotmail.com||CT|406 W. Putnam Avenue|Llc||06830||Domestic||2022-05-18T00:05:28.056666||False|2014-12-31T00:00:00|Ct|row-jkc2~n73a~izwt|||||||||||False|||68 Birch Lane Associates, Llc||||||||||||||||2006-01-30T00:00:00|Connecticut|Dissolved|||False|False
810003|0651135|2002-05-09T00:00:00||Fairfield||||CT|253 Birch Road|Llc||06430||Domestic||2022-05-18T00:05:22.586666||False|2003-08-05T00:00:00|Ct|row-zut9~kf6f-qaqb|||||||||||False|||Brainhead.Com Llc||||||||||||||||2000-05-09T00:00:00|Connecticut|Dissolved|||False|False
810004|0543904|2008-03-31T00:00:00||Bridgewater||||CT|7 Ridgewood Drive|Llc||06752||Domestic||2022-05-18T00:04:02.043333||False|2008-05-20T00:00:00|Ct|row-t2bq~ft95~qu8a|||||||||||False|||5134 Pine Shadow, Llc||||||||||||||||1996-09-10T00:00:00|Connecticut|Dissolved|||False|False
810005|0858661|2011-05-04T00:00:00||Danbury||dilaoliveira@hotmail.com||CT|15 Summit Street|Llc||06810||Domestic||2022-05-18T00:04:24.506666||False|2011-07-01T00:00:00|Ct|row-hez8-pdea-fvq7|||||||||||False|||Bonini Painting Llc||||||||||||||||2006-05-04T00:00:00|Connecticut|Dissolved|||False|False
810006|1134822|2016-02-24T00:00:00||Shelton||admarro@comcast.net||CT|119 Old Mill Road|Llc||06484||Domestic||2022-05-18T00:05:20.460000||False|2017-04-05T00:00:00|Ct|row-tcc9-zufr~sggg|||||||||||False|||Peoples Medical Supply, Llc||||||||||||||||2014-02-24T00:00:00|Connecticut|Dissolved|||False|False
810007|0641571|2013-01-25T00:00:00||Coventry||earlelkins@hotmail.com||CT|345 Meadow Trail|Llc||06238||Domestic||2022-05-18T00:05:24.710000||False|2013-08-09T00:00:00|Ct|row-buwz~qjeq~g72b|||||||||||False|||Elkins Remodeling, L.L.C.||||||||||||||||2000-01-26T00:00:00|Connecticut|Dissolved|||False|False
810008|0757251|2007-03-31T00:00:00||Derby||||CT|50 Paugassett Road|Llc||06418||Domestic||2022-05-18T00:04:36.400000||False|2008-06-24T00:00:00|Ct|row-i8qi-jnys.3kjn|||||||||||False|||A & M Lawnscapers, L.L.C.||||||||||||||||2003-08-13T00:00:00|Connecticut|Dissolved|||False|False
810009|0998491||||||||No Information Provided|Non-Stock||||Domestic||2022-05-18T00:05:19.336666||False|2011-02-07T00:00:00|Ct|row-jkd2-6wga-kbkh|||||||||||False|||Nathaniel'S New Horizon, Inc.||||||||||||||||2010-03-12T00:00:00|Connecticut|Dissolved|||False|False
810010|1284938|2019-09-14T00:00:00|2018-04-09T00:00:00|Annapolis||MICHAEL.MCNEES@SYNDICUSINC.COM|SYNDICUS INCORPORATED|MD|275 Cape St. John Rd.|Stock||21401||Foreign||2022-05-18T00:05:17.866666||False||Nc|row-cqk8~irms.ve3c|||||||||||False|||Syndicus Incorporated||||||||||||||||2018-09-14T00:00:00|NC|Withdrawn|||False|False
810011|1381579|2023-03-31T00:00:00||Bridgeport|United States|justnorthtransport@gmail.com||CT|429 Brooks Street|Llc||06608||Domestic||2022-05-18T00:04:02.776666||False||Ct|row-hqja-ebeb-7ukb|||||||||||True|Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)||Just North Transport Llc||||||||||||||||2021-03-08T00:00:00|Connecticut|Active|||False|False
810012|0980456|2011-08-18T00:00:00||New Milford||clare@greatgrainsdogtreats.com||CT|233 Pumpkin Hill Road|Llc||06776||Domestic||2022-05-18T00:04:03.560000||False|2011-07-29T00:00:00|Ct|row-qcij-temp-y2cx|||||||||||False|||Great Grains Dog Biscuits, Llc||||||||||||||||2009-08-18T00:00:00|Connecticut|Dissolved|||False|False
