|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
350000|1013024|2021-08-18T00:00:00||Greenwich|United States|brooke.wagner@tristateled.com||CT|255 Mill St 2Nd Flr|Stock||06830||Domestic||2022-05-18T00:10:27.506666|2010-08-18T00:00:00|False||Ct|row-6ju7~6qt5.swvk|||||||||||False|Other Electronic Parts and Equipment Merchant Wholesalers (423690)||Tri-State Led, Inc.||||||||||||||||2010-08-18T00:00:00|Connecticut|Active|Annual report past due|20000|False|False
350001|1187430|2016-09-29T00:00:00||Waterbury||ATLANTIC1953@YAHOO.COM||CT|79 Giles St 2Nd Floor|Llc||06704||Domestic||2022-05-18T00:10:45.933333||False||Ct|row-6jw2-uigw-5ftv|||||||||||False|||Atlantic Carpentry Llc||||||||Failure to file annual report||||||||2015-09-29T00:00:00|Connecticut|Active|Ready for dissolution||False|False
350002|1185475|2023-03-31T00:00:00||Bristol|United States|gcerverizzo@tuxisohrsfuel.com||CT|17 Brook Street|Llc||06010||Domestic||2022-05-18T00:10:42.403333||False||Ct|row-7f7i.7h9g~zjpy|||||||||||False|Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) (424720)|424720|Power Fuels Propane Llc||||||||||||||||2015-09-09T00:00:00|Connecticut|Active|||False|False
350003|1013161|2023-03-31T00:00:00||Torrington|United States|accounting@atarealty.net||CT|8 Church Street|Llc||06790||Domestic||2022-05-18T00:10:24.943333||False||Ct|row-ckdj~647k-uzjp|||||||||||False|New Housing For-Sale Builders (236117)|236117|Ct Land And Homes, Llc||||||||||||||||2010-08-19T00:00:00|Connecticut|Active|||False|False
350004|1185413|2020-09-09T00:00:00||Norwalk|United States|andyglazer@me.com||CT|194 Perry Ave.|Non-Stock||06850||Domestic||2022-05-18T00:10:41.730000||False||Ct|row-a9fu-skrs-knkg|||||||||||False|||Silvermine Village Association, Inc.||||||||Failure to file annual report||||||||2015-09-09T00:00:00|Connecticut|Active|Annual report past due||False|False
350005|1013086|2011-08-18T00:00:00||Bridgeport||||CT|285 Congress Street|Llc||06604||Domestic||2022-05-18T00:10:27.583333||False||Ct|row-5t2z~f4kk-waye|||||||||||False|||Thomas Bucci Jr. Law, Llc||||||||Failure to file annual report||||||||2010-08-18T00:00:00|Connecticut|Active|Ready for dissolution||False|False
350006|1016229|2014-09-27T00:00:00||Bridgeport||pasqualeraffone@gmail.com||CT|122 Lakeview Avenue|Llc||06606||Domestic||2022-05-18T00:10:25.570000||False||Ct|row-y77r-brp3.vidy|||||||||||False|||Pgr Remodeling Llc||||||||Failure to file annual report||||||||2010-09-27T00:00:00|Connecticut|Active|Ready for dissolution||False|False
350007|1185324|2021-03-31T00:00:00||Riverside|United States|billward@ackerlyandward.com||CT|1117 East Putnam Avenue, #257|Llc||06878||Domestic||2022-05-18T00:10:43.950000||False||Ct|row-itp3-kmqv.3sxz|||||||||||False|Lessors of Residential Buildings and Dwellings (531110)|531110|Park Avenue Properties 16, Llc||||||||||||||||2015-09-08T00:00:00|Connecticut|Active|Annual report past due||False|False
350008|1181435|2022-03-31T00:00:00|2015-07-20T00:00:00|Indianapolis|United States|joane@scannellproperties.com|SCANNELL PROPERTIES #234, LLC|IN|8801 River Crossing Boulevard Suite 300|Llc||46240||Foreign|United States|2022-05-18T00:10:42.513333||False||In|row-f246-zds4~4ieh||||8801 RIVER CROSSING BOULEVARD SUITE 300, INDIANAPOLIS, IN, 46240,|Indianapolis||IN|8801 River Crossing Boulevard Suite 300||46240|False|Other Activities Related to Real Estate (531390)|531390|Scannell Properties #234, Llc|8801 RIVER CROSSING BOULEVARD SUITE 300, INDIANAPOLIS, IN, 46240, United States|Indianapolis|IN|8801 River Crossing Boulevard Suite 300||46240|United States|||||||||2015-07-20T00:00:00|IN|Active|Annual report past due||False|False
350009|1183698|2022-03-31T00:00:00||New Haven|United States|DOTAXES@SBCGLOBAL.NET||CT|76 Orange Street|Llc||06510||Domestic||2022-05-18T00:10:41.763333||False||Ct|row-qymz-ppyj-ww84|||||||||||False|Full-Service Restaurants (722511)||Ryan & Angel Llc||||||||||||||||2015-08-18T00:00:00|Connecticut|Active|Annual report past due||False|False
