|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
890000|0677165|2014-03-27T00:00:00||East Hartford||JIBEIRO@GMAIL.COM||CT|14 Sparrowbush Rd|Llc||06108||Domestic||2022-05-18T00:06:30.530000||False|2015-11-02T00:00:00|Ct|row-rwu2-ra2i~99wm|||||||||||False|||Natangie, Llc||||||||||||||||2001-03-27T00:00:00|Connecticut|Dissolved|||False|False
890001|1195863|2017-01-13T00:00:00||Newington||||CT|2461 Berlin Turnpike|Llc||06111||Domestic||2022-05-18T00:05:09.913333||False|2016-08-17T00:00:00|Ct|row-zgp9-xm9p-qqz2|||||||||||False|||Manicure Island & Spa Llc||||||||||||||||2016-01-13T00:00:00|Connecticut|Dissolved|||False|False
890002|0969385|2010-04-21T00:00:00||Avon||||CT|Mohammad Farzinzad 304 West Main Street|Llc||06001||Domestic||2022-05-18T00:05:13.210000||False|2009-11-17T00:00:00|Ct|row-8z24-jc42-bx93|||||||||||False|||K21 Llc||||||||||||||||2009-04-21T00:00:00|Connecticut|Dissolved|||False|False
890003|0598011|2006-07-18T00:00:00||Orange||||CT|C/O William Orange Realty, Inc. 564 Race Brook Road|Llc||06477||Domestic||2022-05-18T00:03:39.756666||False|2005-10-06T00:00:00|Ct|row-3ayj.bx95~657i|||||||||||False|||Real Estate Referral Group, Llc||||||||||||||||1998-07-20T00:00:00|Connecticut|Dissolved|||False|False
890004|1214155|2017-08-11T00:00:00||||MMI.SH.MEDSUPL@MUELLERMEDICAL.COM|||No Information Provided|Stock||||Domestic||2022-05-18T00:05:09.896666||False|2018-04-23T00:00:00|Ct|row-75s4.uy2j-rrci|||||||||||False|||Mmi Script Hub And Medical Supplies Ltd||||||||||||||||2016-08-11T00:00:00|Connecticut|Dissolved||1|False|False
890005|0574472|1998-10-22T00:00:00||East Haven||||CT|541 Strong St.|Llc||06512||Domestic||2022-05-18T00:03:39.646666||False||Ct|row-bec9~b8xc~rdur|||||||||||False|||Advance Landscape & Design, L.L.C.||||||||||||||||1997-10-22T00:00:00|Connecticut|Forfeited|||False|False
890006|0976660|2010-07-07T00:00:00||Bridgeport||||CT|18 Silliman Ave. 1 Fl.|Llc||06605||Domestic||2022-05-18T00:03:39.756666||False|2013-06-30T00:00:00|Ct|row-2pkh.gyy3-t5yy|||||||||||False|||Omega River, Llc||||||||||||||||2009-07-07T00:00:00|Connecticut|Dissolved|||False|False
890007|1075554|2020-03-31T00:00:00|2012-06-01T00:00:00|Omaha|United States|legal@xogrp.com|WEDDINGPAGES, LLC|NE|11106 Mockingbird Drive|Llc||68137||Foreign|United States|2022-05-18T00:06:24.216666||False||De|row-keh5.bxxs.qer4||||1209 ORANGE STREET, WILMINGTON, DE, 19801,|Wilmington||DE|1209 Orange Street||19801|False|||Weddingpages, Llc|1209 ORANGE STREET, WILMINGTON, DE, 19801, United States|Wilmington|DE|1209 Orange Street||19801|United States|||||||||2012-06-20T00:00:00|DE|Withdrawn|||False|False
890008|0741755|2005-03-03T00:00:00||Hartford||||CT|50 Russ St|Llc||06106||Domestic||2022-05-18T00:05:09.130000||False|2008-03-03T00:00:00|Ct|row-d382-atyr-zevv|||||||||||False|||M J Promotions, Llc||||||||||||||||2003-03-03T00:00:00|Connecticut|Dissolved|||False|False
890009|0977514|2020-03-31T00:00:00||Durham|United States|RMURPHY@POOLSBYMURPHY.COM||CT|21 Ozick Drive|Llc||06422||Domestic||2022-05-18T00:03:39.053333||False|2019-09-09T00:00:00|Ct|row-4n74-i8fb-4wvd|||||||||||False|||Pool Construction Services Llc||||||||||||||||2009-07-15T00:00:00|Connecticut|Dissolved|||False|False
890010|1073248|2013-05-31T00:00:00||Fairfield||||CT|515 Brookside Drive|Llc||06824||Domestic||2022-05-18T00:05:09.913333||False|2013-06-05T00:00:00|Ct|row-exq9.9x3w-3nkh|||||||||||False|||Saez Sourcing Group Llc||||||||||||||||2012-05-30T00:00:00|Connecticut|Dissolved|||False|False
890011|0650734|2002-05-03T00:00:00||Taftville||||CT|4 North 5Th Ave Pobox 097|Llc||06380||Domestic||2022-05-18T00:03:37.630000||False|2010-06-04T00:00:00|Ct|row-7bua-8buj~dcrn|||||||||||False|||Dakota Courier Llc||||||||||||||||2000-05-03T00:00:00|Connecticut|Dissolved|||False|False
890012|1174442|2018-03-31T00:00:00||Wolcott||ANTHONYGUERRERA3@GMAIL.COM||CT|11 Lakeside Dr|Llc||06716||Domestic||2022-05-18T00:05:10.570000||False|2019-06-17T00:00:00|Ct|row-fkei-qyk4.gnf7|||||||||||False|||Ag3 Construction, Llc||||||||||||||||2015-05-08T00:00:00|Connecticut|Dissolved|||False|False
