|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
540000|0803294|2012-11-23T00:00:00||West Hartford||brewfil@aol.com||CT|119 Everett Avenue|Llc||06107||Domestic||2022-05-18T00:07:55.673333||False|2020-12-30T00:00:00|Ct|row-vwt2-me64.pqc9|||||||||||False|||The Hartford Better Beer Company Llc||||||||||||||||2004-11-22T00:00:00|Connecticut|Dissolved|||False|False
540001|0799697|2005-10-22T00:00:00||Norwalk||||CT|244 Main Avenue, #5|Llc||06851||Domestic||2022-05-18T00:07:57.706666||False||Ct|row-zbs5.w2uw-mfdm|||||||||||False|||Jac Investment Partners Llc||||||||Failure to file annual report||||||||2004-10-21T00:00:00|Connecticut|Forfeited|||False|False
540002|0804644|2006-12-11T00:00:00|2004-09-16T00:00:00|Seekonk|||NATIONAL ENVIRONMENTAL SYSTEMS, INC.|MA|36 Maple Avenue|Stock||02771||Foreign||2022-05-18T00:08:01.330000||False||Ma|row-ajch-xf8j~f5g6|||||||||||False|||National Environmental Systems, Inc.||||||||Failure to file annual report||||||||2004-12-10T00:00:00|MA|Revoked|||False|False
540003|0804704|2022-12-13T00:00:00||Waterford|United States|LKalamian@kalamians.com||CT|28 Forest St|Stock||06385||Domestic||2022-05-18T00:07:58.440000|2004-11-10T00:00:00|False||Ct|row-c52r-7gfy~ahms|||||||||||False|Floor Covering Stores (442210)|442210|Kalamian'S, Inc.||||||||||||||||2004-12-13T00:00:00|Connecticut|Active|Annual report due|1000|False|True
540004|0808617|2007-01-20T00:00:00||West Hartford||||CT|C/O Justine L.S. Robertson Co-Manager, Penthouse North 799 Prospect Ave|Llc||06105||Domestic||2022-05-18T00:07:59.206666||False||Ct|row-5prr-527s-376z|||||||||||False|||Rivoli Realty, Llc||||||||Failure to file annual report||||||||2005-01-20T00:00:00|Connecticut|Active|Admin Dissolution Initiated||False|False
540005|0804462|2011-03-31T00:00:00||Deep River||||CT|45 Bridge Street,|Llc||06417||Domestic||2022-05-18T00:08:01.376666||False||Ct|row-bbce.5c3d.ed86|||||||||||False|||Maximilian Janecek, Llc||||||||Failure to file annual report||||||||2004-12-09T00:00:00|Connecticut|Active|Admin Dissolution Initiated||False|False
540006|0804249|2005-12-08T00:00:00||Hartford||||CT|240 Franklin Ave|Llc||06114||Domestic||2022-05-18T00:08:01.410000||False||Ct|row-s6uu-9v2m-3375|||||||||||False|||Right Hair Design Llc||||||||Failure to file annual report||||||||2004-12-07T00:00:00|Connecticut|Forfeited|||False|False
540007|0804299|2008-12-07T00:00:00||Redding||||CT|6 South Church St.|Llc||06896||Domestic||2022-05-18T00:08:00.643333||False||Ct|row-m4c7-ej4n-xauy|||||||||||False|||20 Portland Avenue, Llc||||||||Failure to file annual report||||||||2004-12-06T00:00:00|Connecticut|Active|Admin Dissolution Initiated||False|False
540008|0809880|2023-03-31T00:00:00||Enfield|United States|Robertd@ymail.com||CT|515 Woodgate Cir|Llc||06083||Domestic||2022-05-18T00:07:59.126666||False||Ct|row-qjfm.3ena.tnzi|||||||||||False|All Other Support Activities for Transportation (488999)||Rd Transport Llc||||||||||||||||2005-02-03T00:00:00|Connecticut|Active|||False|False
540009|0806350|2006-01-03T00:00:00||Bridgeport||||CT|4 Madison Court|Llc||06604||Domestic||2022-05-18T00:08:00.660000||False||Ct|row-233e-vbbm-92rt|||||||||||False|||Freitas Drywall, Llc||||||||Failure to file annual report||||||||2005-01-03T00:00:00|Connecticut|Forfeited|||False|False
