|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
90000|0185656||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:56.490000|1986-06-01T00:00:00|False|1992-01-23T00:00:00|Ct|row-jbw7-8m8r.kbv6|||||||||||False|||Historic Development Corporation||||||||||||||||1986-06-09T00:00:00|Connecticut|Dissolved||500|False|False
90001|0168097||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:56.506666|1985-04-24T00:00:00|False||Ct|row-u3id~krdk-uv76|||||||||||False|||Champagne & Son Siding Co., Inc.||||||||||||||||1985-04-10T00:00:00|Connecticut|Forfeited||2500|False|False
90002|0164410||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:35.823333|1984-11-12T00:00:00|False|1989-12-14T00:00:00|Ct|row-2ysk.g5zr.iysv|||||||||||False|||Windtech Development, Inc.||||||||||||||||1984-12-31T00:00:00|Connecticut|Dissolved||5000|False|False
90003|0161605||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:46.546666|1984-09-27T00:00:00|False||Ct|row-cejy.324h.jr5y|||||||||||False|||Cooper Construction Company, Inc.||||||||||||||||1984-10-05T00:00:00|Connecticut|Forfeited||1000|False|False
90004|0165834||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:43.156666|1986-07-14T00:00:00|False|1993-03-30T00:00:00|Ct|row-jp9y-uxav-ekf2|||||||||||False|||Park City Management Corporation||||||||||||||||1985-02-11T00:00:00|Connecticut|Dissolved||1000|False|False
90005|0165869||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:34.433333|1985-01-31T00:00:00|False|1986-12-16T00:00:00|Ct|row-w7pe.rbmh-ivcs|||||||||||False|||Trader-Mak Marine Services, Inc.||||||||||||||||1985-02-13T00:00:00|Connecticut|Dissolved||5000|False|False
90006|0161459||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:42.436666|1984-11-30T00:00:00|False||Ct|row-irks-tgik~6njs|||||||||||False|||Dujan Ltd.||||||||||||||||1984-10-02T00:00:00|Connecticut|Forfeited||500|False|False
90007|0164322|2008-12-25T00:00:00|||||||None|Non-Stock||||Domestic||2022-05-18T00:14:41.013333|1984-12-11T00:00:00|False|2011-06-23T00:00:00|Ct|row-aimf~68ty.df4n|||||||||||False|||Parents Together, Inc.||||||||||||||||1984-12-27T00:00:00|Connecticut|Dissolved|||False|False
90008|0161419||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:41.763333|1984-09-24T00:00:00|False||Ct|row-ihuc-ncuu-7vn6|||||||||||False|||M. Interlandi, Inc.||||||||||||||||1984-10-01T00:00:00|Connecticut|Forfeited||5000|False|False
90009|0164204||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:39.106666|1984-10-05T00:00:00|False|1990-03-30T00:00:00|Ct|row-i5dk-s9v8~kjym|||||||||||False|||Walk-In Medical Care Centers Of New England, Inc.||||||||||||||||1984-12-24T00:00:00|Connecticut|Dissolved||15000|False|False
90010|0165678||||||TARGET CONCEPTS INCORPORATED||No Information Provided|Stock||||Foreign||2022-05-18T00:14:39.810000||False||De|row-yzwv-afev-tc45|||||||||||False|||Target Concepts Incorporated||||||||||||||||1985-02-05T00:00:00|DE|Revoked|||False|False
90011|0165680||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:39.810000||False||Ct|row-49uw-mua9~cnkn|||||||||||False|||Talk-It-Out, Incorporated||||||||||||||||1985-02-06T00:00:00|Connecticut|Forfeited||1000|False|False
90012|0161241||||||||No Information Provided|Stock||||Domestic||2022-05-18T00:14:37.246666|1984-06-26T00:00:00|False||Ct|row-27wh-5hb3.rmny|||||||||||False|||Source One Slitting, Inc.||||||||||||||||1984-09-26T00:00:00|Connecticut|Forfeited||5000|False|False
90013|0164054||||||DARCON, INC.||No Information Provided|Stock||||Foreign||2022-05-18T00:14:35.823333||False||Mo|row-vmid-6dee-g3nk|||||||||||False|||Darcon, Inc.||||||||||||||||1984-12-18T00:00:00|MO|Revoked|||False|False
