|account_number|annual_report_due_date|began_transacting_in_ct|business_city|business_country|business_email_address|business_name_in_state_country|business_state|business_street|business_type|business_unit|business_zip_code|category_survey_email_address|citizenship|country_formation|created_on|date_of_organization_meeting|disable_person_owned_organization|dissolution_date|formation_place|id|mail_jurisdiction|mailing_address|mailing_international_address|mailing_jurisdiction_address|mailing_jurisdiction_business_city|mailing_jurisdiction_business_country|mailing_jurisdiction_business_state|mailing_jurisdiction_business_street|mailing_jurisdiction_business_unit|mailing_jurisdiction_business_zip_code|minority_owned_organization|naics_code|naics_sub_code|name|office_jurisdiction_address|office_jurisdiction_business_city|office_jurisdiction_business_state|office_jurisdiction_business_street|office_jurisdiction_business_unit|office_jurisdiction_business_zip_code|office_jurisdiction_country|reason_for_administrative_dissolution|record_address|records_address_city|records_address_country|records_address_state|records_address_street|records_address_unit|records_address_zip_code|registration_date|state_or_territory_formation|status|sub_status|total_authorized_shares|veteran_owned_organization|woman_owned_organization
860000|1389624|2023-04-28T00:00:00||Salem|United States|LENDASLLC@GMAIL.COM||CT|23 Norwich Rd|Llp||06420||Domestic||2022-05-18T00:05:47.673333||False||Ct|row-3aby-aqar-d3ws|||||||||||False|Landscaping Services (561730)||Lenda?S Lousy Lawn Care Llp||||||||||||||||2021-04-28T00:00:00|Connecticut|Renunciated|||False|True
860001|1113491|2014-07-22T00:00:00||Middlebury||||CT|40 Ridgewood Dr|Llc||06762||Domestic||2022-05-18T00:03:53.743333||False|2014-11-12T00:00:00|Ct|row-i2fy-nsqm-euqb|||||||||||False|||Ethnotrends, Llc||||||||||||||||2013-07-22T00:00:00|Connecticut|Dissolved|||False|False
860002|0242498|1996-01-02T00:00:00|||||||No Information Provided|Stock||||Domestic||2022-05-18T00:05:19.256666|1990-01-02T00:00:00|False||Ct|row-98ra-ct8s~7zm2|||||||||||False|||Metro Publications, Inc.||||||||||||||||1990-01-02T00:00:00|Connecticut|Forfeited||1000|False|False
860003|1055136|2014-11-30T00:00:00||Stonington||melw25@yahoo.com||CT|324 Taugwonk Rd|Llc||06378||Domestic||2022-05-18T00:03:47.570000||False|2014-07-15T00:00:00|Ct|row-zms3-wei7-z5uv|||||||||||False|||Seaside Saddle Works Llc||||||||||||||||2011-12-01T00:00:00|Connecticut|Dissolved|||False|False
860004|0735407|2003-12-31T00:00:00||West Haven||||CT|80 Brown Street|Llc||06516||Domestic||2022-05-18T00:05:17.273333||False|2005-12-13T00:00:00|Ct|row-ws9d~ubmp-ty9u|||||||||||False|||Xtreme Effects, Llc||||||||||||||||2002-12-31T00:00:00|Connecticut|Dissolved|||False|False
860005|1014849|2011-09-10T00:00:00||Rockfall||||CT|188 Peters Ln|Llc||06481||Domestic||2022-05-18T00:03:57.963333||False|2013-05-22T00:00:00|Ct|row-xhug.mrc6.sm63|||||||||||False|||Standard Health Care, Llc||||||||||||||||2010-09-10T00:00:00|Connecticut|Dissolved|||False|False
860006|0580199|2013-03-31T00:00:00||Danbury||hlyeaton@snet.net||CT|178 Osborne Street|Llc||06810||Domestic||2022-05-18T00:05:29.570000||False|2012-10-17T00:00:00|Ct|row-q6js~xvd4-3pck|||||||||||False|||Northridge Services Llc||||||||||||||||1998-01-08T00:00:00|Connecticut|Dissolved|||False|False
860007|0746355|2005-04-16T00:00:00||Hartford||||CT|21 Oak St., Suite 306|Llc||06106||Domestic||2022-05-18T00:03:55.166666||False|2008-06-12T00:00:00|Ct|row-afg9~yzrp-28xv|||||||||||False|||Dnc Properties, Llc||||||||||||||||2003-04-17T00:00:00|Connecticut|Dissolved|||False|False
860008|0260206|2018-04-28T00:00:00||Burlington||JIM@REJEANDRYWALLINC.COM||CT|143 Stafford Avenue|Stock||06013||Domestic||2022-05-18T00:05:27.976666|1991-04-30T00:00:00|False|2017-12-19T00:00:00|Ct|row-2fhq.xp92.fsdr|||||||||||False|||Rejean Drywall, Inc.||||||||||||||||1991-04-30T00:00:00|Connecticut|Dissolved||20000|False|False
860009|0284971|2011-04-16T00:00:00||Hartford||ktierney@chaseenterprises.com||CT|C/O Chase Enterprises Attn: Kathleen Tierney, Esq. Goodwin Square, 225 Asylum St., 29Th Fl.|Stock||06103-1538||Domestic||2022-05-18T00:03:56.023333|1993-04-16T00:00:00|False|2010-06-30T00:00:00|Ct|row-jdd7.fj83~brxc|||||||||||False|||Sandblaster, Inc.||||||||||||||||1993-04-16T00:00:00|Connecticut|Dissolved||1000|False|False
